,cat
911787,1
324844,20
755526,22
48616,13
771973,4
173907,26
944307,26
430132,8
112862,20
154585,1
34568,11
551654,20
389483,8
69497,6
599511,20
242495,1
190779,8
83407,1
396242,8
534668,20
711825,6
746561,26
62399,20
663470,26
763126,6
570935,8
705700,26
619036,20
610766,15
503736,16
1950,26
32270,4
377899,8
471555,1
241781,13
57247,20
500086,20
626668,15
137471,1
15044,26
500330,16
41206,1
600261,19
177553,26
399162,1
520088,1
202783,16
927413,20
737077,7
806481,7
699177,20
619152,15
327681,16
942276,8
491139,9
593487,1
678251,13
857132,16
676183,27
764524,20
946096,8
890271,8
553621,6
793135,8
435900,8
61428,13
831736,8
368778,13
318238,6
932493,12
138302,13
705472,1
648989,16
430127,8
499155,4
413717,8
333733,13
449415,8
337216,1
608328,26
919793,12
720461,20
507864,6
920642,7
102514,6
208562,7
206119,12
581633,16
626055,20
758238,1
641859,1
301983,20
550374,8
236836,8
532187,9
511361,8
742434,8
605865,21
262797,8
852332,8
175334,10
253645,20
631859,15
416815,1
772611,20
726033,6
665888,16
668270,16
618762,8
94057,20
524960,20
805884,16
839815,1
187559,6
345663,16
469359,8
21586,8
70089,8
634727,1
355191,8
742927,8
523035,20
260189,8
47950,11
484296,20
463521,6
451306,15
299195,1
625428,1
924013,12
48267,4
702462,1
717414,11
202976,20
460815,13
635269,13
867930,20
168925,15
219275,13
105235,16
209563,22
691962,26
235180,8
124250,16
923585,1
303070,16
805262,8
921962,19
861410,20
628487,8
84144,16
700230,20
68465,15
829609,8
336786,8
572748,19
481078,8
571576,8
326830,13
203979,8
784588,6
327476,8
913229,15
605871,8
466343,16
386089,13
796424,20
413582,8
793430,13
394145,16
856759,8
265708,8
451174,1
228972,9
224017,1
654028,22
61069,8
636973,26
235141,13
619912,13
26007,1
541972,13
649740,26
854385,16
59931,8
529046,15
265922,6
852694,8
764438,8
638327,20
761877,15
213556,1
861466,4
154208,26
346859,16
734063,8
655744,26
745156,6
944373,20
643278,6
120350,8
334554,26
458048,25
844532,16
503514,19
555089,16
777787,15
780177,20
521051,8
460994,26
328046,1
743687,16
173959,20
735643,16
799494,20
950636,20
920582,7
289923,8
846047,13
949044,8
60454,1
682816,8
287319,6
924295,7
471428,8
68201,19
790114,7
602259,16
222559,16
767492,13
394251,12
564299,20
144060,20
420383,20
23037,20
71549,8
884022,20
855232,12
717595,16
329194,3
847813,20
264196,15
154447,16
52354,13
840391,16
114978,15
843696,8
276597,8
833916,4
475052,4
90829,12
31001,8
84042,21
20050,20
662989,8
627329,15
328230,20
209510,1
501808,15
438803,8
499482,20
837425,8
868148,1
178925,19
648743,20
50767,5
178681,1
14495,1
767521,1
357337,16
142849,15
861438,20
117409,8
732131,8
475941,1
403897,27
497930,20
340613,3
932358,1
398460,21
947917,16
551672,20
556443,16
282858,15
324614,8
686102,11
380082,8
431210,6
87607,1
735051,6
631565,8
259530,20
752853,20
356845,11
531339,8
141160,1
922900,1
253439,1
488483,1
901823,1
319494,16
318441,8
97318,13
785167,25
49812,20
692780,8
820623,16
239472,8
559143,6
689642,1
164380,20
355578,13
650972,6
408557,16
652783,16
747082,16
826594,13
290392,20
460714,8
597754,16
919501,26
192932,8
926067,19
438409,20
375959,1
255271,8
515243,13
508127,8
720443,20
449746,8
779926,16
803615,8
921452,7
561216,21
106856,20
671363,8
947969,1
554300,20
926134,19
9480,16
650207,1
437509,15
564548,8
15020,8
426826,26
533578,16
48204,6
383024,16
603616,24
107899,8
283807,1
343918,1
153199,26
461217,6
139735,15
402379,16
794117,16
472649,26
489521,1
107190,19
890870,8
62910,13
155,12
216506,8
102606,1
503791,20
933619,8
621590,3
136192,8
946892,16
585506,19
591560,20
183712,8
372430,15
580738,20
879311,6
113435,6
897408,8
234277,18
289221,1
892455,6
406307,6
288870,4
823705,1
633651,26
863496,9
924183,26
430720,20
548529,16
188792,8
757748,16
520555,16
180143,24
382399,1
433761,8
28085,13
919756,1
316430,20
839308,7
514253,8
527136,8
715840,20
111975,20
399208,1
586880,12
435518,16
776903,13
730587,25
456896,20
878761,1
536162,1
125695,11
193054,26
930692,1
563049,8
307931,7
938575,25
762205,8
417970,20
673763,16
607241,3
1463,8
181487,8
896032,8
724793,3
950284,7
22269,13
59231,25
486112,15
733495,8
291584,8
216032,8
422648,26
251678,20
551330,26
784127,20
192095,1
296552,20
880648,20
984024,26
876620,11
756221,25
927096,19
82469,16
925922,22
318777,4
113337,20
334422,6
129524,20
861154,26
908785,25
60926,20
738778,1
901177,8
686793,8
795565,16
560383,22
588031,20
104741,20
898711,16
928689,22
117861,8
674949,1
656582,20
951001,20
311846,20
932132,15
893671,8
223131,1
740085,16
553734,16
620608,26
660894,13
455754,20
642644,8
6551,8
816139,15
55494,1
267090,13
320001,8
919336,7
283230,14
919057,25
532574,13
876047,8
402145,8
102395,15
635884,15
276616,7
982480,26
284588,27
151373,8
737924,8
129839,17
105036,6
529224,8
509811,20
230783,8
724371,6
66166,1
159001,4
257298,1
366819,27
473418,1
951414,25
903123,26
768352,9
685344,6
550062,16
708318,6
136251,8
311981,20
77824,26
210786,9
15180,12
812847,8
801188,20
732168,1
454347,26
905795,8
199773,20
494672,6
816361,4
893495,8
657451,6
332358,13
247968,1
291270,20
892023,8
7423,6
49692,20
836749,4
183234,13
423484,26
541901,8
705806,20
644634,6
357929,8
420203,16
590873,6
84238,8
663742,7
276485,16
269655,1
403282,8
504572,8
352870,15
709812,20
506496,4
762166,26
419022,26
200893,8
354078,8
476932,16
681180,16
659674,8
440836,21
460232,20
603393,4
79468,1
694628,8
562861,8
924456,7
426168,8
782858,8
8529,26
442292,22
618173,20
227239,1
708166,16
672902,20
116390,1
525383,8
928447,26
546962,8
62342,8
696855,16
271178,8
841523,26
737860,16
28345,20
41007,8
766652,27
638720,16
251933,25
506729,16
310608,8
578455,8
317235,15
675103,26
545841,8
395450,1
302222,26
950320,26
596755,8
1147,26
849178,8
652712,8
175098,8
528481,4
590449,26
894251,26
921417,20
372783,8
496739,7
85606,16
269189,20
677968,20
240202,8
868724,25
445377,26
402267,25
12740,13
200915,1
85677,26
782532,8
40694,19
550177,8
681400,3
533800,26
291866,8
368321,19
767263,16
147584,1
100133,15
830913,25
650696,20
30085,20
776758,21
574502,25
100423,8
43417,19
255578,8
98841,8
646182,1
761628,8
841000,6
269421,19
85334,1
582857,8
866731,20
504436,20
749866,1
615675,8
930090,26
140863,25
232876,1
146865,20
664725,1
39880,19
1540,26
643063,25
950264,15
785860,16
404609,8
296030,13
87021,26
138553,13
782688,20
556894,16
622315,20
499807,7
774268,1
601217,8
125798,6
43357,11
523149,25
685590,15
411716,8
420686,8
688411,20
810522,15
594656,9
309338,12
945272,16
406193,8
850049,16
49182,20
810690,6
86026,1
223708,22
836944,16
542323,1
57470,26
660759,1
823185,8
262581,8
946760,8
119579,15
697387,1
941335,20
841483,8
743660,8
481612,16
53648,15
507661,4
304868,26
324339,16
269662,15
164338,15
50092,8
396891,1
891419,8
30505,16
631278,6
538090,15
353235,8
501744,4
482675,8
164747,16
360026,9
950793,7
826812,8
413735,1
841980,8
511187,12
46916,8
144208,26
359412,15
418045,8
388199,22
405557,16
352934,26
226803,8
68025,20
297464,1
312,19
215846,25
601182,13
898591,6
313571,11
143601,16
810444,20
909202,8
923209,19
361578,8
341488,22
424083,1
831749,1
350863,8
851426,8
370056,1
163298,16
924387,12
521167,7
652350,20
49350,13
526056,25
139758,16
186520,20
647178,16
646618,9
733401,12
123414,15
672745,1
488486,26
32640,18
64155,8
950400,20
534410,8
312443,8
639329,20
61035,8
768449,16
272161,1
709045,8
794710,26
618119,9
32840,8
769787,25
995282,26
381542,20
299138,20
347445,1
182494,8
181665,26
25051,15
686546,8
929620,4
405217,8
168008,13
104470,16
15082,19
262082,1
690275,13
477033,1
451725,8
741541,16
665134,8
2727,13
520749,25
350133,15
264986,16
494258,1
76336,20
906197,8
101611,7
164562,8
417507,26
9840,5
387395,1
234677,20
478392,16
651655,9
925068,26
950651,13
853688,24
316169,9
370171,15
857785,11
62775,1
20824,13
194370,15
150575,20
102766,8
320632,20
734208,6
290348,6
544827,26
572181,8
506709,16
23554,6
211418,19
300963,6
384804,1
189256,16
927952,6
218809,8
838897,8
52628,1
919416,8
142859,21
892649,26
687521,20
753281,15
139095,16
886827,8
861745,1
2968,16
946609,16
483501,20
271019,16
207734,8
801126,26
564239,22
596306,19
36057,8
781049,26
764165,16
697728,4
415758,20
488284,26
656017,6
812278,19
55215,8
133737,8
507253,8
369791,15
621997,8
951184,20
582973,25
717509,8
220289,8
425204,26
258363,15
424778,16
865655,6
1189,26
867437,9
408774,11
571041,1
1274,26
633353,13
888144,25
904037,8
439396,26
322435,26
144712,26
319802,6
767213,8
438906,9
893959,6
291724,25
925520,12
739793,20
105279,7
726560,8
741361,26
833155,20
504547,12
141550,8
138425,20
107730,15
771504,15
307016,7
945782,16
658716,22
754824,20
566317,8
822851,26
939988,1
685250,1
713751,16
212264,1
182261,16
947482,16
925799,1
929586,21
243215,17
325420,20
436341,6
179139,8
557523,20
348919,1
467938,16
345243,8
269235,13
729240,6
380572,20
801494,8
141088,13
137021,16
301152,8
241803,20
443780,8
929666,16
810797,12
220381,19
375691,16
927963,10
698762,25
38594,20
134168,1
78459,15
888826,8
209738,8
803887,1
387312,8
169039,6
357091,1
655336,8
852293,16
934040,6
425429,8
164406,8
471075,6
449880,1
295612,1
14396,26
834799,6
692966,11
395488,16
752,7
455730,6
120010,13
521347,1
112181,20
756406,1
833188,6
745136,26
754218,20
365460,20
516405,1
716492,8
392460,16
1993,1
922147,16
613917,1
942105,15
276375,15
666606,1
655860,16
661256,1
453475,13
298446,20
481244,20
739669,1
183432,18
636784,13
131358,7
944093,20
572025,7
514222,16
168676,8
675974,19
12560,16
50555,20
381970,8
832387,11
181160,16
230371,9
230848,13
102536,8
262544,1
76805,12
639299,22
358860,1
582706,7
525348,22
394893,15
230656,8
944344,8
343819,27
900271,1
761964,20
272330,20
509764,20
526117,8
402261,7
941188,1
314930,8
225991,20
562448,16
666514,4
81076,20
131011,20
933728,1
169594,13
235666,8
726702,1
59313,8
395522,6
855051,20
796759,20
237404,8
476396,1
882214,8
760216,7
167949,8
436861,16
281679,26
458909,6
895187,11
887261,8
459825,3
162693,6
408986,24
290610,11
234504,11
370714,16
894007,15
197199,13
352336,6
825199,6
814501,8
581804,6
343599,25
531223,8
710962,14
920277,1
690157,11
723612,16
737071,20
604473,16
511463,8
626280,1
488645,20
622078,22
154401,1
796124,16
706057,8
678833,20
610891,8
97568,16
188118,1
913928,1
540301,26
886889,8
295133,3
870279,20
579973,19
720450,12
177100,8
536074,1
933269,16
884985,20
389120,12
65539,16
457988,22
833477,8
598296,1
403871,16
233917,1
947435,6
495041,8
704684,8
320734,6
868250,1
521214,8
515551,8
635032,20
264555,8
84200,8
304334,1
643526,18
868946,8
809914,20
902546,20
905055,16
471490,6
562805,13
947575,16
812391,8
885523,8
610989,16
891191,8
949648,16
279598,11
629165,19
246895,4
41721,8
186955,8
893194,16
385363,25
49421,16
494355,8
494928,8
654100,16
747226,6
484260,8
580172,8
347897,20
607517,1
55353,15
297219,18
453230,6
462248,20
774136,26
406637,26
589046,12
612496,8
791851,12
467674,8
103508,26
524427,20
609219,16
240250,1
682911,1
151266,16
40982,1
274517,16
632552,15
164283,8
368836,4
755589,12
807501,15
652811,19
147583,3
555187,6
25295,1
42221,11
42529,26
622000,20
23552,8
596830,16
612914,13
80324,1
412160,15
826548,16
649061,13
440858,25
903490,8
927492,26
798447,13
448883,20
260585,16
276389,26
636811,13
899477,27
60446,11
343194,1
892422,22
348410,8
584490,12
709287,8
371864,20
569228,8
935929,20
886511,8
129875,25
499739,26
744035,8
823105,8
318305,1
924408,8
664640,8
54829,8
293141,8
405489,19
539385,25
944206,26
820234,16
493264,6
242899,4
882447,8
75294,12
891205,1
143238,21
706539,16
4434,13
930008,26
567785,8
599993,8
463766,13
834362,1
204090,13
412631,25
395292,19
506205,4
348678,19
123369,26
832275,20
431932,9
65987,8
473959,13
591358,8
274310,13
347786,13
293003,8
713694,26
344295,20
947998,20
13377,16
596637,8
249423,11
253063,11
306870,7
796800,9
321936,8
9767,1
787584,16
623927,7
665670,8
723498,8
530163,16
302742,20
745337,16
710354,9
757382,1
738592,8
937185,8
693244,6
287894,8
69626,16
532026,16
61230,8
822669,1
593234,8
780650,8
123035,20
183059,2
774365,1
482240,16
713096,1
249602,19
747371,1
281488,25
173087,1
293521,20
675086,1
153508,1
433969,20
582969,8
707380,16
196093,9
620308,1
221434,22
728348,20
398580,6
31081,6
210855,8
828796,8
393538,1
790035,1
143342,7
241,16
350548,19
694121,1
933702,1
187972,4
36122,8
300706,8
926102,16
602149,8
380795,1
922243,20
365316,20
550533,16
935054,13
886002,26
323530,8
354142,8
72915,1
924617,26
792031,20
123608,1
886713,16
919600,19
84526,21
214042,9
555875,11
39599,20
674636,26
690399,22
779005,11
10372,6
570595,20
786755,21
303042,6
344688,16
262714,1
722383,26
89004,8
370529,8
637221,16
733611,16
936409,8
895189,16
947021,16
248061,7
608651,26
849959,8
125511,16
896076,26
645338,11
837812,20
866245,25
621936,19
514616,7
888221,25
939762,1
28498,20
479268,6
922677,1
501997,8
183124,8
789355,1
835895,13
398690,1
120421,20
440782,1
922922,25
230299,8
120448,20
379494,1
724704,3
125128,15
118511,13
421063,1
480908,4
873026,26
343553,8
762743,1
463566,12
749699,26
569563,15
919044,19
754847,20
110924,16
909344,3
495975,19
108700,26
626739,1
932864,20
304505,13
576455,6
679221,11
474504,1
629521,8
140784,20
527952,20
597662,20
506721,6
583825,6
177555,13
858097,8
87573,8
785648,8
159070,16
134756,16
485789,8
429874,1
350608,8
375349,13
791635,26
740823,15
872313,11
707107,8
905732,1
942879,20
810189,11
929908,1
407308,26
197335,8
853392,8
339747,8
314610,1
651468,16
923899,1
83685,27
432110,8
245452,13
654408,1
942853,26
595517,8
784265,11
113876,16
537155,26
509564,15
110336,26
478063,8
342555,16
925117,1
968512,4
30179,1
316301,3
504113,8
34235,20
379000,7
149011,8
52348,16
837924,3
608585,26
370795,1
851665,7
265636,26
255800,1
564873,8
722405,16
218459,6
477366,1
888227,16
89272,8
280038,9
1368,12
264294,20
644928,12
303378,22
79592,19
474119,20
113194,26
289847,8
620368,1
731974,7
727817,6
74247,20
774463,11
843497,8
441697,13
192830,1
528608,6
913538,20
183082,20
116596,8
124170,20
234638,15
384414,11
469080,20
568539,8
526752,8
804380,8
202775,8
822114,20
583045,20
191143,16
911356,6
42546,1
40387,6
133712,8
856588,1
70047,19
609557,13
684958,20
719994,9
183437,20
181229,8
271448,20
798538,20
572656,20
30805,8
163061,20
879053,1
438373,6
753129,8
356848,20
975641,26
920592,26
250159,8
764375,13
470043,6
506223,20
596120,20
736053,25
484053,8
599310,1
55121,15
534471,6
670194,1
907888,8
265732,12
833992,7
476275,11
555902,6
716310,20
504527,15
331670,21
233101,13
369241,6
235426,8
309939,8
468432,13
172744,16
699142,7
934121,26
459198,26
39065,22
631169,8
63193,8
691146,6
645431,7
34707,20
905044,20
809496,16
584837,6
288583,26
833484,20
751315,13
659685,8
484077,13
691866,3
869082,8
336551,8
148404,13
55991,8
604772,20
462392,20
385484,9
208496,12
770568,16
258448,1
295690,8
499206,1
310206,7
588590,8
814985,16
674344,6
715096,8
778283,6
265227,20
549975,8
182834,16
932139,1
714179,20
911471,8
811402,8
388020,1
358173,13
874957,8
949693,16
697716,20
944445,9
784384,8
928268,1
535309,4
84237,1
523161,8
807220,22
76901,16
3362,20
435898,8
161154,8
458841,5
587693,8
943806,25
696368,7
194267,1
325947,1
509831,22
298216,12
534434,1
91820,8
247332,20
710995,1
771919,8
27389,8
723665,19
607689,8
122202,20
444255,8
140818,1
821583,15
855119,16
367573,8
76442,8
872166,13
883480,8
419834,8
421586,18
606656,7
92190,16
794437,8
726552,8
63554,8
885164,20
355420,8
475866,13
311790,1
694112,8
283898,26
28774,16
703894,8
523339,4
833507,1
951143,20
242026,8
200000,1
855682,8
479811,1
517622,15
552550,25
518898,20
820142,20
266411,25
503485,20
746548,27
843362,16
221878,1
277101,22
310294,4
534318,20
313336,13
544564,16
398503,12
500502,20
435040,12
94689,8
545236,8
738171,8
840678,8
567329,22
167097,27
607849,20
230127,8
267826,6
28913,8
662416,25
206466,11
388743,27
37818,19
902955,11
1008627,26
419839,20
512005,26
435506,8
941236,16
741997,20
559404,8
748157,8
493422,20
608065,1
210782,20
693842,8
331293,8
888935,8
374020,20
833003,16
714976,1
611685,26
367138,1
810267,20
683906,7
336631,6
386324,7
987,26
739696,15
153079,1
270343,19
171275,11
489699,8
322696,22
447425,8
424935,15
94691,20
891420,8
704502,9
771005,20
327019,8
862488,26
43776,20
559890,15
871924,7
720747,8
575901,16
99085,20
611819,13
181812,25
100457,1
435197,20
677711,1
935660,1
528252,15
306510,1
712881,16
723230,6
79787,8
633314,15
323428,20
798715,13
172683,8
163344,22
191221,6
297906,8
256165,13
936210,26
482966,8
228749,20
877610,13
470198,8
448142,3
749780,16
595393,20
29821,27
899307,13
267539,8
318756,8
447572,8
694721,13
538931,1
101496,20
936251,26
353415,20
466732,20
471711,1
222644,1
469793,21
223622,7
550065,1
909331,16
600577,13
735820,16
49101,26
548448,6
926077,26
934112,8
267440,8
399797,11
107540,16
453223,19
463882,20
929679,8
208363,20
539872,20
581846,26
254505,8
284833,12
725787,11
323461,16
849487,8
690387,19
6831,16
653111,16
796486,7
534142,6
15691,22
371967,8
460410,12
308771,16
867249,20
194063,1
251001,8
397841,8
220012,16
519353,1
140434,22
436556,12
337567,20
245220,8
867636,8
409705,6
75688,8
404490,22
772863,16
54165,13
905109,1
439784,19
128345,1
917176,6
247739,16
337081,16
537938,11
436122,12
798199,1
949272,26
369803,19
922613,12
714285,16
509883,13
619082,8
647773,20
116653,8
872329,13
945315,8
568445,13
447098,26
226433,8
927783,3
291901,9
298941,20
757263,8
315015,13
272945,12
672321,8
808316,20
362000,20
902808,1
936445,8
225246,1
208309,16
949113,26
716397,8
884244,20
664748,20
917179,8
759234,20
921253,26
123942,8
136324,8
391464,13
937290,6
515067,13
950607,22
99125,1
303362,25
680531,8
53247,8
662749,1
698298,6
315024,1
483902,8
686648,16
776191,6
98295,16
555128,8
46300,12
144408,25
384496,20
615128,19
249765,12
931995,8
698024,8
852095,26
94482,1
66713,16
614373,19
228554,26
932965,1
827658,8
101050,11
664307,22
826649,20
739946,11
696608,16
589863,6
211795,6
111782,20
16356,1
398674,16
43628,9
787223,8
887674,16
459026,21
711565,20
478608,13
779133,20
281130,13
925787,1
922363,6
578763,6
312980,20
606640,1
718674,6
634959,19
560869,12
813619,20
897231,26
280032,25
375666,26
122604,8
711936,19
17632,16
454487,16
267173,26
534759,26
189021,8
833494,20
316822,25
737887,1
87678,1
292667,15
920746,26
258819,20
650655,4
850268,7
822704,8
730115,22
534421,16
882142,22
120959,8
347015,20
465918,16
369641,8
884291,16
540766,8
697896,11
318459,6
597971,7
890700,6
537552,1
962406,26
655297,20
696624,16
311769,8
379284,11
674108,7
454250,13
887464,8
117964,7
843701,20
922789,8
556150,4
157681,20
155905,8
55823,16
652457,26
428097,20
872653,1
384767,26
879277,18
260624,22
247118,1
164,19
72496,8
633712,8
153732,18
668613,10
153071,26
600770,16
859658,15
923068,17
197788,20
964495,26
460942,20
822447,1
694780,1
752795,1
86164,16
648089,8
43607,4
777361,16
850012,8
103110,8
752649,16
650342,8
651323,11
433027,9
776769,10
284835,1
681199,13
168462,20
777145,14
522288,1
843613,8
599461,8
928887,8
667972,13
492463,8
1763,12
734952,20
934706,6
136873,20
353547,1
651805,8
746553,9
319939,20
841673,8
426592,8
343208,26
642818,20
198350,9
104570,11
